ID_row,PlotID,Study,geo_entity2,Plot_Area,Lat_Dec,Long_Dec,MAP,Scientific_name,Native_Status,Abundance,prec_range,species,SLA,WD,H,N
50,20,PACN_Hawaii,Maui Nui,1000,20.69048346,-156.0883058,6459.634766,Metrosideros polymorpha,native,4,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
51,21,PACN_Hawaii,Maui Nui,1000,20.73165906,-156.1136282,6969.006836,Cheirodendron trigynum,native,11,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
52,21,PACN_Hawaii,Maui Nui,1000,20.73165906,-156.1136282,6969.006836,Coprosma ochracea,native,2,superwet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
53,21,PACN_Hawaii,Maui Nui,1000,20.73165906,-156.1136282,6969.006836,Metrosideros polymorpha,native,101,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
54,21,PACN_Hawaii,Maui Nui,1000,20.73165906,-156.1136282,6969.006836,Myrsine lessertiana,native,1,superwet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
55,21,PACN_Hawaii,Maui Nui,1000,20.73165906,-156.1136282,6969.006836,Sadleria souleytiana,native,13,superwet,Sadleria_souleytiana,14.37615343,0.46760498,7.3917,16.49276961
56,22,PACN_Hawaii,Maui Nui,1000,20.70653747,-156.1142484,5556.26123,Cheirodendron trigynum,native,2,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
57,22,PACN_Hawaii,Maui Nui,1000,20.70653747,-156.1142484,5556.26123,Cibotium menziesii,native,1,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
58,22,PACN_Hawaii,Maui Nui,1000,20.70653747,-156.1142484,5556.26123,Metrosideros polymorpha,native,79,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
59,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Cheirodendron trigynum,native,23,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
60,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Cibotium glaucum,native,3,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
61,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Cibotium menziesii,native,2,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
62,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Melicope clusiifolia,native,1,superwet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
63,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Metrosideros polymorpha,native,97,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
64,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Psychotria mariniana,native,1,superwet,Psychotria_mariniana,8.8574,0.52,19.906,17.4
65,23,PACN_Hawaii,Maui Nui,1000,20.70621151,-156.1125756,5556.26123,Sadleria pallida,native,1,superwet,Sadleria_pallida,14.37615343,0.46760498,7.3917,16.49276961
66,24,PACN_Hawaii,Maui Nui,1000,20.69618633,-156.0956509,6673.844238,Acacia koa,native,7,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
67,24,PACN_Hawaii,Maui Nui,1000,20.69618633,-156.0956509,6673.844238,Cheirodendron trigynum,native,12,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
68,24,PACN_Hawaii,Maui Nui,1000,20.69618633,-156.0956509,6673.844238,Cibotium glaucum,native,33,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
69,24,PACN_Hawaii,Maui Nui,1000,20.69618633,-156.0956509,6673.844238,Cibotium menziesii,native,16,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
70,24,PACN_Hawaii,Maui Nui,1000,20.69618633,-156.0956509,6673.844238,Metrosideros polymorpha,native,66,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
71,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Acacia koa,native,17,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
72,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Cheirodendron trigynum,native,19,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
73,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Cibotium glaucum,native,36,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
74,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Cibotium menziesii,native,28,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
75,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Cibotium menziesii,native,1,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
76,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Melicope clusiifolia,native,2,superwet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
77,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Metrosideros polymorpha,native,42,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
78,25,PACN_Hawaii,Maui Nui,1000,20.69217105,-156.0904128,6678.72998,Sadleria pallida,native,1,superwet,Sadleria_pallida,14.37615343,0.46760498,7.3917,16.49276961
79,26,PACN_Hawaii,Maui Nui,1000,20.7056578,-156.1048725,6651.962891,Cheirodendron trigynum,native,16,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
80,26,PACN_Hawaii,Maui Nui,1000,20.7056578,-156.1048725,6651.962891,Cibotium glaucum,native,5,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
81,26,PACN_Hawaii,Maui Nui,1000,20.7056578,-156.1048725,6651.962891,Metrosideros polymorpha,native,59,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
82,27,PACN_Hawaii,Maui Nui,1000,20.71316771,-156.1231225,4923.676758,Cheirodendron trigynum,native,16,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
83,27,PACN_Hawaii,Maui Nui,1000,20.71316771,-156.1231225,4923.676758,Metrosideros polymorpha,native,69,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
84,27,PACN_Hawaii,Maui Nui,1000,20.71316771,-156.1231225,4923.676758,Sadleria souleytiana,native,2,wet,Sadleria_souleytiana,14.37615343,0.46760498,7.3917,16.49276961
85,28,PACN_Hawaii,Maui Nui,1000,20.69326794,-156.1110557,4913.079102,Cheirodendron trigynum,native,3,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
86,28,PACN_Hawaii,Maui Nui,1000,20.69326794,-156.1110557,4913.079102,Cibotium glaucum,native,2,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
87,28,PACN_Hawaii,Maui Nui,1000,20.69326794,-156.1110557,4913.079102,Metrosideros polymorpha,native,32,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
88,28,PACN_Hawaii,Maui Nui,1000,20.69326794,-156.1110557,4913.079102,Polyscias oahuensis,native,1,wet,Polyscias_oahuensis,9.215828683,0.480933902,10,17.19700446
89,29,PACN_Hawaii,Maui Nui,1000,20.68348486,-156.0924299,5544.750977,Acacia koa,native,16,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
90,29,PACN_Hawaii,Maui Nui,1000,20.68348486,-156.0924299,5544.750977,Cheirodendron trigynum,native,9,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
91,29,PACN_Hawaii,Maui Nui,1000,20.68348486,-156.0924299,5544.750977,Metrosideros polymorpha,native,56,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
92,29,PACN_Hawaii,Maui Nui,1000,20.68348486,-156.0924299,5544.750977,Pittosporum glabrum,native,1,superwet,Pittosporum_glabrum,9.025261136,0.57,10.69300933,17.40446234
93,30,PACN_Hawaii,Maui Nui,1000,20.68114223,-156.092158,5293.922852,Acacia koa,native,6,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
94,30,PACN_Hawaii,Maui Nui,1000,20.68114223,-156.092158,5293.922852,Cheirodendron trigynum,native,16,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
95,30,PACN_Hawaii,Maui Nui,1000,20.68114223,-156.092158,5293.922852,Cibotium menziesii,native,5,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
96,30,PACN_Hawaii,Maui Nui,1000,20.68114223,-156.092158,5293.922852,Metrosideros polymorpha,native,52,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
97,31,PACN_Hawaii,Maui Nui,1000,20.71373175,-156.1066955,6899.720215,Cheirodendron trigynum,native,29,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
98,31,PACN_Hawaii,Maui Nui,1000,20.71373175,-156.1066955,6899.720215,Cibotium menziesii,native,1,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
99,31,PACN_Hawaii,Maui Nui,1000,20.71373175,-156.1066955,6899.720215,Metrosideros polymorpha,native,94,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
100,31,PACN_Hawaii,Maui Nui,1000,20.71373175,-156.1066955,6899.720215,Myrsine lessertiana,native,1,superwet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
101,31,PACN_Hawaii,Maui Nui,1000,20.71373175,-156.1066955,6899.720215,Polyscias oahuensis,native,1,superwet,Polyscias_oahuensis,9.215828683,0.480933902,10,17.19700446
102,32,PACN_Hawaii,Maui Nui,1000,20.71413224,-156.0993864,7807.221191,Acacia koa,native,10,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
103,32,PACN_Hawaii,Maui Nui,1000,20.71413224,-156.0993864,7807.221191,Cheirodendron trigynum,native,19,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
104,32,PACN_Hawaii,Maui Nui,1000,20.71413224,-156.0993864,7807.221191,Cibotium glaucum,native,3,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
105,32,PACN_Hawaii,Maui Nui,1000,20.71413224,-156.0993864,7807.221191,Cibotium menziesii,native,5,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
106,32,PACN_Hawaii,Maui Nui,1000,20.71413224,-156.0993864,7807.221191,Ilex anomala,native,2,superwet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
107,32,PACN_Hawaii,Maui Nui,1000,20.71413224,-156.0993864,7807.221191,Metrosideros polymorpha,native,90,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
108,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Acacia koa,native,13,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
109,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Cheirodendron trigynum,native,12,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
110,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Cibotium glaucum,native,10,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
111,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Ilex anomala,native,1,superwet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
112,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Melicope clusiifolia,native,1,superwet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
113,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Metrosideros polymorpha,native,35,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
114,33,PACN_Hawaii,Maui Nui,1000,20.71312168,-156.0994153,7807.221191,Myrsine lessertiana,native,1,superwet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
115,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Cibotium menziesii,native,2,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
116,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Acacia koa,native,7,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
117,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Cheirodendron trigynum,native,4,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
118,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Cibotium glaucum,native,39,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
119,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Cibotium menziesii,native,8,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
120,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Melicope clusiifolia,native,1,superwet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
121,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Metrosideros polymorpha,native,51,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
122,34,PACN_Hawaii,Maui Nui,1000,20.68884082,-156.081392,6074.676758,Syzygium sandwicense,native,9,superwet,Syzygium_sandwicense,6.7751,0.63,23.93,14.9
123,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Acacia koa,native,10,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
124,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Cheirodendron trigynum,native,4,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
125,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Cibotium glaucum,native,8,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
126,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Cibotium menziesii,native,8,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
127,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Melicope clusiifolia,native,3,superwet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
128,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Metrosideros polymorpha,native,78,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
129,35,PACN_Hawaii,Maui Nui,1000,20.69006783,-156.0840161,6440.643066,Syzygium sandwicense,native,3,superwet,Syzygium_sandwicense,6.7751,0.63,23.93,14.9
130,36,PACN_Hawaii,Maui Nui,1000,20.69455712,-156.1120289,5055.421875,Cheirodendron trigynum,native,18,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
131,36,PACN_Hawaii,Maui Nui,1000,20.69455712,-156.1120289,5055.421875,Cibotium menziesii,native,1,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
132,36,PACN_Hawaii,Maui Nui,1000,20.69455712,-156.1120289,5055.421875,Metrosideros polymorpha,native,85,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
133,36,PACN_Hawaii,Maui Nui,1000,20.69455712,-156.1120289,5055.421875,Myrsine lessertiana,native,1,superwet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
134,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Acacia koa,native,14,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
135,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Antidesma platyphyllum,native,1,superwet,Antidesma_platyphyllum,12.0192,0.67,11.66666667,21.5
136,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Cheirodendron trigynum,native,14,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
137,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Cibotium glaucum,native,25,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
138,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Cibotium menziesii,native,26,superwet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
139,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Ilex anomala,native,2,superwet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
140,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Melicope clusiifolia,native,3,superwet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
141,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Metrosideros polymorpha,native,48,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
142,163,PACN_Hawaii,Maui Nui,1000,21.13144907,-156.8999349,2741.620117,Cibotium menziesii,native,1,wet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
143,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Sadleria pallida,native,1,superwet,Sadleria_pallida,14.37615343,0.46760498,7.3917,16.49276961
144,37,PACN_Hawaii,Maui Nui,1000,20.68908682,-156.0820587,6074.676758,Syzygium sandwicense,native,3,superwet,Syzygium_sandwicense,6.7751,0.63,23.93,14.9
145,38,PACN_Hawaii,Maui Nui,1000,20.685175,-156.0925512,5819.115234,Cheirodendron trigynum,native,1,superwet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
146,38,PACN_Hawaii,Maui Nui,1000,20.685175,-156.0925512,5819.115234,Cibotium glaucum,native,1,superwet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
147,38,PACN_Hawaii,Maui Nui,1000,20.685175,-156.0925512,5819.115234,Metrosideros polymorpha,native,25,superwet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
148,39,PACN_Hawaii,Maui Nui,1000,20.71693789,-156.10035,8244.34375,Acacia koa,native,8,superwet,Acacia_koa,12.649,0.575428571,33.002,30.4871
